team1_id,team1_name
13315,Cowboys
13330,Eagles
13331,Steelers
13324,Vikings
13333,49ers
13307,Cardinals
13334,Seahawks
13332,Chargers
13328,Jets
13321,Jaguars
13314,Browns
13323,Dolphins
13318,Packers
13316,Broncos
13312,Bears
13309,Ravens
13327,Giants
13313,Bengals
13319,Texans
13335,Rams
13310,Bills
13325,Patriots
13329,Raiders
13326,Saints
13308,Falcons
13337,Titans
13322,Chiefs
13317,Lions
13311,Panthers
13338,Football Team
13320,Colts
13336,Buccaneers
